iter	MAPE	MAE
933	0.08027191509	1236.273243
934	0.08025724648	1236.097827
935	0.08024432739	1235.953251
936	0.08023667905	1235.87671
937	0.08021374878	1235.580804
938	0.08020092285	1235.409588
939	0.08018624501	1235.198236
940	0.08017308879	1235.040885
941	0.0801651694	1234.928993
942	0.08014619516	1234.540416
943	0.08013366468	1234.280661
944	0.08011997943	1234.119368
945	0.08010266598	1233.929527
946	0.08008793601	1233.703118
947	0.08007396546	1233.133898
948	0.08006544778	1232.85879
949	0.08004426425	1232.480496
950	0.08003576567	1232.319152
951	0.08002131793	1232.065542
952	0.08000614174	1231.577704
953	0.07998257637	1231.140731
954	0.0799683131	1230.685416
955	0.07995975334	1230.43633
956	0.07993291059	1230.075038
957	0.07991881682	1229.835003
958	0.07989627038	1229.546671
959	0.07987556178	1229.220426
960	0.07986575845	1229.101422
961	0.07985352206	1228.971268
962	0.07984444291	1228.83266
963	0.07983750915	1228.755007
964	0.07982823151	1228.663144
965	0.07981816841	1228.53615
966	0.07980955932	1228.294684
967	0.07978867879	1227.888022
968	0.0797820463	1227.822274
969	0.07977266967	1227.729988
970	0.07976540634	1227.635998
971	0.07975066755	1227.47626
972	0.07974061598	1227.360218
973	0.07973532386	1227.296937
974	0.07972290021	1227.164853
975	0.07971531789	1227.089699
976	0.07970163429	1226.912464
977	0.07968831025	1226.679027
978	0.07967949835	1226.485453
979	0.07967291365	1226.401175
980	0.07966069486	1226.234158
981	0.07965362089	1226.123287
982	0.07964085182	1225.907084
983	0.07963304461	1225.527661
984	0.07961722689	1225.080742
985	0.07960352194	1224.646605
986	0.07959182749	1224.497312
987	0.07958102373	1224.379245
988	0.07956740024	1224.161157
989	0.07955929934	1224.040206
990	0.07954555726	1223.839224
991	0.07953034356	1223.299282
992	0.07951767521	1223.156721
993	0.07950502748	1222.884454
994	0.07949718569	1222.788006
995	0.07948581317	1222.668146
996	0.07947680159	1222.55281
997	0.07946434853	1222.410893
998	0.07945715384	1222.307052
999	0.07944295335	1222.142298
